2020-04-01 17:45:34, Wise decision This is simply too big for any one country to handle Even China accepted aid help and now USA too https t co wstcKTP5F0 , TenzingLamsang , ,19583,Thimphu 
2020-04-01 11:36:59, xe2 x80 x9cThe fear of testing positive haunted us xe2 x80 x9d Not only them entire nation was haunted with the fear of testing positive They say they prayed and prostrated towards Phajoding And our genuine collective prayers work xf0 x9f x99 x8f xf0 x9f x99 x8f xf0 x9f x99 x8f https t co Xjv7nBp3Ff , ChhedupSangay , ,985,Thimphu 
2020-04-01 11:08:04, barunss ycrinzin You can deposit into BankofBhutanltd account as in pic https t co z2KIc0Ds8T , dawapenjor , ,1246,Thimphu 
2020-04-01 11:03:18, Duty desuupduty37 https t co 9fGIxOklNR , pem pa , desuupduty37 ,322,Thimphu 
2020-04-01 10:56:43, Update Hon Health Minister with the Technical Advisory Group from MOH met with the Parliamentary Committee on COVID 19 Preparedness and Response earlier today Updates on the Preparedness and Response for xe2 x80 xa6 https t co L3oYcDopoU , MoHBhutan , ,1066,Thimphu 
2020-04-01 10:50:05, SonaliVaid You misunderstand I am not talking about COVID 19 cases but those who violate the law by crossing into a sealed international border We have shown nothing but love and compassion to our COVID 19 cases so far , TenzingLamsang , ,19583,Thimphu 
2020-04-01 10:17:29, The COVID 19 battle is now truly at our doorstep https t co 5nuqy3H91A , TenzingLamsang , ,19583,Thimphu 
2020-04-01 10:13:52, Happening right now A meeting with the representatives of the Royal Society for Senior Citizens To combat COVID19 we are going to build a wall around our elderly population They are the ones who are the most xe2 x80 xa6 https t co RWS0B4T6fy , MoHBhutan , COVID19 ,1066,Thimphu 
2020-04-01 09:55:11, Contributions pouring into the Covid 19 relief fund https t co hCVvQhv3m1 , ChhedupSangay , ,985,Thimphu 
2020-04-01 09:53:33, xe2 x80 x9eThis pandemic has sent shockwaves across the globe in record time It can xe2 x80 x94 and should xe2 x80 x94 produce a shift towards more and better international cooperation and produce a shift of mindsets and attitudes at all levels xe2 x80 x9d SDGs coronavirus https t co NnthhmXZxM , NaglerUNDP , mindsets SDGs coronavirus ,1560,Thimphu 
2020-04-01 09:31:06, ChhedupSangay Must have recovered the cost related to App development , Tobgay3 , ,102,Thimphu 
2020-04-01 09:29:40, Action for Happiness https t co 9ptDNbxvsp , Chhimmy , ,1692,Thimphu 
2020-04-01 09:27:30, Tobgay3 I hope not What a good way to justify if they want to revoke the decision xf0 x9f x98 x9c , ChhedupSangay , ,985,Thimphu 
2020-04-01 09:21:54, ChhedupSangay April fool from BoB imbay boss , Tobgay3 , ,102,Thimphu 
2020-04-01 09:19:52, SonamYangden Happy Birthday sweet Kiyang , pnamgyel , ,593,Thimphu 
2020-04-01 08:59:56, Telewhale PacdWeu This is a great America Look at this conditions Oh my goodness Common America the richest and most powerful country that has no dignity and responsibility , pphurba , ,5,Thimphu 
2020-04-01 08:57:59, ngawang7 economicroadmap ngawang7 thats material for a couple of PhDs yr looking at xf0 x9f x98 xac , tsnamgyal , ,24,Thimphu 
2020-04-01 08:57:19, TashiCell s free internet connection to quarantine facilities across the country as 1st April The same service shall be extended to agencies that will be converted into quarantine centers afterward bhutan covid COVID19 staysafestayconnected https t co 0vHVTwpUtb , TashiCell , bhutan covid COVID19 staysafestayconnected ,1679,Thimphu 
2020-04-01 08:55:53, namgayzam Can I know what does monthly charges specifically refers to , pphurba , ,5,Thimphu 
2020-04-01 08:40:31, yiwangpindarica DorjiWangchuk MailOnline May not be concubines but other press says 20 women Fox News has covered the story as well , ChhedupSangay , ,985,Thimphu 
2020-04-01 08:21:59, ThaiAirways LuiseHeller i will be travelling to australia via bangkok in the month of june Do i need to present health certificate and health insurance of 100KUSD even when transferring 3 hours in between without any luggage to be re checked in , AllisoSonam , ,7,Thimphu 
2020-04-01 08:10:57, DorjiWangchuk ChhedupSangay yiwangpindarica MailOnline Same , namgayzam , ,21438,Thimphu 
2020-04-01 07:44:49, DorjiWangchuk ChhedupSangay MailOnline I u say so then i trust u and will not read much or always check other sources as well but in this case ive read so many about this and also seen testimonials from thais themselves maybe the 20 concubines part is not true , yiwangpindarica , ,6944,Thimphu 
2020-04-01 07:04:22, yiwangpindarica MailOnline This is true I think la Was reading few articles as well la , ChhedupSangay , ,985,Thimphu 
2020-04-01 07:01:13, Today is chock full of contradictory energy between your heart More for Sagittarius https t co FfKav1h4Nc , kintsho bht , ,27,Thimphu 
2020-04-01 07:01:06, This is a perfect day for smoothing over any stressed relation More for Taurus https t co EECfQYA8HL , cixx67 , ,1504,Thimphu 
2020-04-01 07:00:17, A softer side of life emerges shifting your focus toward roma More for Pisces https t co uojyhA9mo8 , LobzangYeshey1 , ,302,Thimphu 
2020-04-01 06:54:42, JustinTrudeau With deep respect n love sir anything for foreign students who r in Canada for studying will there be any help as many could not work and difficult to sustained them self , beekay777 , ,13,Thimphu 
2020-04-01 06:53:15, Wonderful Thank you https t co lEMOYZpzll , namgayzam , ,21438,Thimphu 
2020-04-01 06:47:04, vainglory Love You , lee tshering , ,2,Thimphu 
2020-04-01 06:46:21, Drukair can you please tell me em the process for getting refund , Tobgay3 , ,102,Thimphu 
2020-04-01 06:37:07, ChhedupSangay MailOnline But its true been reading up lot on this once u start theres no ending interesting yet sensitive , yiwangpindarica , ,6944,Thimphu 
2020-04-01 06:34:39, Sogyel Immey preachers some r still stuck in india , yiwangpindarica , ,6944,Thimphu 
2020-04-01 06:24:28, Bhutan has extended the WHO recommended 14 day quarantine period to 21 days All Bhutanese coming back are in compulsory quarantine This is after earlier possible outlier case of 2nd COVID 19 patient from US testing positive only on 14th day after 3 earlier tests were negative https t co ZjF9ActTl6 , TenzingLamsang , ,19583,Thimphu 
2020-04-01 06:18:15, Ayurveda the ancient Indian system of traditional medicine offers immense benefits to boost the body xe2 x80 x99s natural defence system and build up one xe2 x80 x99s immunity Here are the measures for improving self care the natural way IndiaFightsCorona Ayurveda narendramodi MEAIndia https t co xCTqyazBRI , Indiainbhutan , IndiaFightsCorona Ayurveda ,8489,Thimphu 
2020-04-01 05:54:49, keep smiling https t co sGQUcUT5BB https t co PrfwsSfDIl , SyedSaa1 , ,1502,Thimphu 
2020-04-01 05:43:16, BBS Radio E Learning https t co rbJwtWtZsa , BBSBhutan , ,49325,Thimphu 
2020-04-01 05:17:17, TendelZam Prayers for his recovery xf0 x9f x99 x8f Thoughts and love from xf0 x9f x87 xa7 xf0 x9f x87 xb9 , yiwangpindarica , ,6944,Thimphu 
2020-04-01 05:15:00, How come no one is complaining that the e classes are all in english xf0 x9f xa4 xb7 xe2 x80 x8d xe2 x99 x80 xef xb8 x8f justsaying In general bhutanese people all speak english whether broken or with an accent , yiwangpindarica , justsaying ,6944,Thimphu 
2020-04-01 05:13:20, good morning Ayesha https t co g3DcofzX15 https t co qqnHfm7TY5 , SyedSaa1 , ,1502,Thimphu 
2020-04-01 05:07:36, zhonba Sound right haha , yiwangpindarica , ,6944,Thimphu 
2020-04-01 05:06:50, Devilsanddusts BBSBhutan Immey Yalama maybe the teachers kid made the presentation xf0 x9f xa4 xb7 xe2 x80 x8d xe2 x99 x80 xef xb8 x8f beneitofdoubt , yiwangpindarica , beneitofdoubt ,6944,Thimphu 
2020-04-01 05:03:11, This is a bit embarassing is there no prior checking to these classes before broadcast Who is responsible BBSBhutan https t co b3me5OH8wG , yiwangpindarica , ,6944,Thimphu 
2020-04-01 05:01:24, Devilsanddusts BBSBhutan Oh no i was just watching the math right now even if its wrong i wudnt know hahaha , yiwangpindarica , ,6944,Thimphu 
2020-04-01 05:01:00, I feel like im back in school its just that everything sounds all new to me xf0 x9f x98 xac xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 math BBSBhutan https t co r7hrR3zR4w , yiwangpindarica , math ,6944,Thimphu 
2020-04-01 04:46:04, xe0 xbd xa3 xe0 xbd x82 xe0 xbd xa6 xe0 xbc x8b xe0 xbd xa6 xe0 xbd xbc xe0 xbc x8b xe0 xbd x96 xe0 xbd x80 xe0 xbe xb2 xe0 xbd xb2 xe0 xbd x93 xe0 xbc x8b xe0 xbd x86 xe0 xbd xba xe0 xbc x8b xe0 xbd xa3 xe0 xbd x82 xe0 xbd xa6 xe0 xbc x8d xe0 xbd x84 xe0 xbc x8b xe0 xbd x96 xe0 xbd x85 xe0 xbd xa6 xe0 xbc x8b xe0 xbd x80 xe0 xbe xb1 xe0 xbd xb2 xe0 xbd xa6 xe0 xbc x8b xe0 xbd xa6 xe0 xbe xa8 xe0 xbd xbc xe0 xbd x93 xe0 xbc x8b xe0 xbd xa3 xe0 xbd x98 xe0 xbc x8b xe0 xbd x93 xe0 xbd xb1 xe0 xbc x8b xe0 xbd x82 xe0 xbd xb2 xe0 xbd xa6 xe0 xbc x8b xe0 xbd x82 xe0 xbd xa6 xe0 xbd x93 xe0 xbc x8b xe0 xbd x82 xe0 xbd x93 xe0 xbd x84 xe0 xbc x8b xe0 xbd x93 xe0 xbd xb4 xe0 xbd x82 xe0 xbc x8b xe0 xbd xa3 xe0 xbd x82 xe0 xbd xa6 xe0 xbc x8d Some of us has been ranting over this illogical monthly charges finally BOB waived off completely https t co Ooek621mgR , zhonba , ,1644,Thimphu 
2020-04-01 04:39:35, India having a tough time cracking down on people who attended the mosque event in delhi early march after many attendees test positive after going back to their own states Tracking and tracing is happening on a huge scale Nizamuddin , yiwangpindarica , Nizamuddin ,6944,Thimphu 
2020-04-01 04:38:40, zhonba The charges will be waived off completely w e f 01 04 2020 and not just for the time being la , BankofBhutanltd , ,1206,Thimphu 
2020-04-01 04:38:21, namgayzam Yes the charges will be waived off completely w e f 01 04 2020 and not just for the time being la , BankofBhutanltd , ,1206,Thimphu 
2020-04-01 04:27:13, zhonba xf0 x9f xa4 xad xf0 x9f xa4 xad nice one , zzezenn , ,1828,Thimphu 
2020-04-01 04:25:52, Just in case you missed the first online Yoga class hosted by the Embassy of India Thimphu you can watch it here Yoga IndiaFightsCorona xe2 x81 xa6 narendramodi xe2 x81 xa9 xe2 x81 xa6 xe2 x81 xa6 DrSJaishankar xe2 x81 xa9 xe2 x81 xa6 MEAIndia xe2 x81 xa9 xe2 x81 xa6 IndianDiplomacy xe2 x81 xa9 xe2 x81 xa6 xe2 x81 xa6 moayush xe2 x81 xa9 https t co swDceQDTfW , Indiainbhutan , Yoga IndiaFightsCorona ,8489,Thimphu 
2020-04-01 04:25:26, Even south korea facing issues with e classes or virtual learning https t co LGjhURj0pN , yiwangpindarica , ,6944,Thimphu 
2020-04-01 04:23:27, thebhutanese Thank for the support , Norbu12 , ,47,Thimphu 
2020-04-01 04:19:57, Hoping for good result https t co xO2JsLAM3M , Norbu12 , ,47,Thimphu 
2020-04-01 04:12:24, AchuKhegpa What about the veggies that are being donated to the govt Thot those were being used for quarantine hotels xf0 x9f xa4 x94 , yiwangpindarica , ,6944,Thimphu 
2020-04-01 04:11:37, ChhedupSangay This can b a april fools joke is it too much xf0 x9f x98 xac xf0 x9f x98 xac xf0 x9f x98 xac https t co Br1asgzbhH , yiwangpindarica , ,6944,Thimphu 
2020-04-01 04:09:20, Recognising the need and importance of spatial RNR Extension Centre location map for planning purposes the RSD Division is pleased to publish the Atlas on the location of RNR Extension Centre within Dzongkhag Please click the link for map https t co AEx3Ji3S1q https t co ogZCCjueC4 , moafbhutan , RNR RSD RNR ,433,Thimphu 
2020-04-01 04:06:14, The DrukThuenpapuenzhiCommunityForest of Dogar Gewog under Paro Dzongkhag donated Nu 350 000 to His Majesty xe2 x80 x99s Kidu Fund on 31 March https t co 7f8IpBsTLp https t co AKAAMis8z2 , moafbhutan , DrukThuenpapuenzhiCommunityForest ,433,Thimphu 
2020-04-01 03:54:49, The staff representatives from UN Staff Association of Bhutan UNSAB UNICEF Thimphu Staff Association UTSA WHO and World Bank handed over a cheque of Nu 598 961 to Prime Minister This is a voluntary contribution from the UN staff and the amount will go to PM xe2 x80 x99s Relief Fund https t co QuUY3V0Tyq , unbhutan , ,1450,Thimphu 
2020-04-01 03:31:13, National situational update on COVID 19 Data as of 31 March 2020 For more information visit our link below https t co BrGZ7gMGWH For Global situation update xe2 x80 xa6 https t co cp76QUs2mQ , MoHBhutan , ,1066,Thimphu 
2020-04-01 03:24:31, icchya gyawali feedtheheroes1 Nice read icches Bhutan doing the same here xf0 x9f x98 x98 , yiwangpindarica , ,6944,Thimphu 
2020-04-01 03:17:41, An Altruistic King in the Service of His People https t co nVy689l0BB , dawapenjor , ,1246,Thimphu 
2020-04-01 03:11:31, beautiful chilli milli https t co JE50HqdkxY , SyedSaa1 , ,1502,Thimphu 
2020-04-01 03:10:41, good morning dear Pari https t co RUWq0kQ70u https t co 9AD2V1iqrv , SyedSaa1 , ,1502,Thimphu 
2020-04-01 03:05:36, good morning dear why not https t co m0iBKY4JGO https t co 0m99YH4fL2 , SyedSaa1 , ,1502,Thimphu 
2020-04-01 02:39:07, Is it safe to buy online items from covid 19 affected countries especially from China https t co 3hYCzdmHOG , Norbu12 , ,47,Thimphu 
2020-04-01 02:34:24, good morning Warda https t co nfL6CaVng0 https t co 5Nl9I1Wp8a , SyedSaa1 , ,1502,Thimphu 
2020-04-01 01:24:16, Lockdown is not same for everyone https t co CFH7EnunLE , KarmaSamdrup , ,4,Thimphu 
2020-04-01 00:42:35, TenzingLamsang JackMa xf0 x9f x99 x8f I also tweeted to JackMa requesting for the help My dream has come true He is a genuine and down to the earth He is a true leader and rich for the poor people I pay my deepest respect and appreciation on behalf of the citizens of Kingdom of Bhutan , pphurba , ,5,Thimphu 
2020-03-31 18:59:33, purpletsed ChhedupSangay BBSBhutan Fake , namgayzam , ,21438,Thimphu 
2020-03-31 18:40:43, good night Sanam you also take care https t co AwRJR7g05B https t co mWvRVihg9N , SyedSaa1 , ,1502,Thimphu 
2020-03-31 18:30:40, good girl https t co kKIj3gjHZ8 , SyedSaa1 , ,1502,Thimphu 
2020-03-31 17:52:48, A letter to the UK from Italy this is what we know about your future https t co pgKf0MqaF1 , ChhedupSangay , ,985,Thimphu 
2020-03-31 17:28:38, Thank you JackMa xf0 x9f x99 x8f from Bhutan Much appreciated https t co kdsMmzmvmT , TenzingLamsang , ,19583,Thimphu 
2020-03-31 17:20:43, Always a fan of Jack Ma Thank you xf0 x9f x99 x8f xf0 x9f x99 x8f xf0 x9f x99 x8f https t co dTsb86nxVJ , ChhedupSangay , ,985,Thimphu 
2020-03-31 17:19:50, In Africa six nations seem so far to be spared coronavirus The Economic Times https t co vScXHWjGxQ , ChhedupSangay , ,985,Thimphu 
2020-03-31 16:59:06, 2 2 We re all part of God s great big family amp the truth u know love is all we need We r the world We r the children We r the ones who make a brighter day so let s start giving There s a choice we making We re saving our own lives It s tru we ll make a better day just u and me , yiwangpindarica , ,6944,Thimphu 
2020-03-31 16:56:28, 1 2 There comes a time When we heed a certain call When the world must come together as one There are people dying Oh and it s time to lend a hand to life The greatest gift of all We can t go on Pretending day by day That someone somewhere soon make a change WeAreTheWorld , yiwangpindarica , WeAreTheWorld ,6944,Thimphu 
2020-03-31 16:45:47, Watching myself in the old videos kinda makes me feel sad lonely and embarrassed But I m also glad i turned out fine and still figuring out the road of good human being Now this prolly sounded like i was some sort of bad ass Well i was just an awkward teen with crazy tourette xf0 x9f x98 x81 , its Astrophile , ,1,Thimphu 
2020-03-31 16:36:42, TendelZam Get well soon Prayers from Bhutan , KinzangDendup1 , ,211,Thimphu 
2020-03-31 16:22:26, Since I m on my six months break i am currently checking out the activities my sister recorded on HER six months break and i have to say all the videos of her made me realize how talented she is She has that talent to make people cringe Specially her crying performance xf0 x9f x98 x82 xf0 x9f x98 x82 , its Astrophile , ,1,Thimphu 
2020-03-31 16:12:15, Fine feelings new insights greater interest in xca xbfreligion xca xbe mean nothing unless they make our actual behavior better xe2 x80 xa6 , GenuineShadow , ,379,Thimphu 
2020-03-31 15:53:13, ChhedupSangay Kenchoo7 passangyt No need to worry xf0 x9f x99 x8f , yiwangpindarica , ,6944,Thimphu 
2020-03-31 15:52:09, ChhedupSangay BBSBhutan I thougt the same the singers were really social distancing but the dancers look too happy to be social distancing , yiwangpindarica , ,6944,Thimphu 
2020-03-31 15:48:29, beautiful smile https t co lLmTetHoOQ , SyedSaa1 , ,1502,Thimphu 
2020-03-31 15:30:15, good evening Sanam bless you https t co woxb11GYE4 https t co ArLGDI4Q87 , SyedSaa1 , ,1502,Thimphu 
2020-03-31 15:27:11, The night s long Night is when the flesh die and soul roam Guided by the lone moon Indicated by the blinking stars xf0 x9f x8c x9f Let your soul roam to the places you can t visit Be blessed Don t go to disco disco disco xf0 x9f x8e xb5 xf0 x9f x8e xb6 https t co 2p2GQZZFcy , ChenzoSonam , ,55,Bhutan 
2020-03-31 15:18:06, Kenchoo7 passangyt Don t worry unless you have met many people around recently The truth is I tell people not to worry and I am actually worried xf0 x9f x98 x9c , ChhedupSangay , ,985,Thimphu 
2020-03-31 14:31:27, Following the footsteps of our Prime Minister the Embassy of India will be live streaming yoga classes on Facebook Live commencing 1 April 2020 at 0830 hrs 5 days a week Monday through Friday Yoga can help build fitness and relax the mind in times of crisis IndiaFightsCorona https t co j5HzAgu1H6 , Indiainbhutan , IndiaFightsCorona ,8489,Thimphu 
2020-03-31 14:27:07, only you https t co GZt1fj5iAX , SyedSaa1 , ,1502,Thimphu 
2020-03-31 14:18:34, well experienced https t co aCsW0UM3UP , SyedSaa1 , ,1502,Thimphu 
2020-03-31 14:14:27, both https t co gazr3RSoOG , SyedSaa1 , ,1502,Thimphu 
2020-03-31 13:56:53, Swamy39 pGurus1 Good decision , varun360 , ,20,Thimphu 
2020-03-31 13:53:38, EconomicTimes MamataOfficial Awesome , varun360 , ,20,Thimphu 
2020-03-31 13:52:20, KevinMKruse Since when did Trump coming up with made up numbers is news That xe2 x80 x99s just the norm , varun360 , ,20,Thimphu 
2020-03-31 13:37:36, ChhedupSangay We re on trial period of work from home Realized I m more effective amp productive while working from home Being in d same age group my colleagues amp I land up talking a lot amp debating on issues at work But at home no one to talk to amp you can really focus xf0 x9f x99 x8c , ImihcWangmo , ,318,Thimphu 
2020-03-31 13:31:47, OnePlus IN waiting xf0 x9f xa4 x93 , sonamtenzin244 , ,561,Thimphu 
2020-03-31 12:47:57, BDUTT You are doing great work Please get some head gear to protect the eyes God bless , varun360 , ,20,Thimphu 
2020-03-31 11:12:28, karen tshering Sharing , namgayzam , ,21439,Thimphu 
2020-03-31 10:58:04, ScottMorrisonMP Dear sir thank you for the update but the international students are in a very critical position financially Our university fees are very expensive and the working students are loyal taxpayers with no benefits Fee employer concessions would help globally in COVID 19 Crises , Seeksha , ,73,Thimphu 
2020-03-31 10:43:56, ChhedupSangay Understandable too la xf0 x9f x99 x8f , zzezenn , ,1828,Thimphu 
2020-03-31 10:41:42, ROLVeStuff Please help me This dude is a hacker and is getting all the kills All he does is fly across the map and aim bot everyone Your game is being ruined so is our gameplay so please help me fix this https t co zNh7rJdl74 , uchiha soma , ,9,Thimphu 
2020-03-31 10:40:13, zzezenn Understandable Fortunately or unfortunately I can t work from home My nature of job doesn t allow , ChhedupSangay , ,985,Thimphu 
2020-03-31 10:38:45, ChhedupSangay This is actually hard Its my first day working from home and I think I m going crazy with my kid and the office work , zzezenn , ,1828,Thimphu 
2020-03-31 10:24:29, Duty desuupduty36 https t co qiupGnnwdE , pem pa , desuupduty36 ,322,Thimphu 
2020-03-31 10:04:25, BBS Radio Relaxation Tips https t co 6KWNC1Nly8 , BBSBhutan , ,49325,Thimphu 
2020-03-31 10:00:29, beauty in saree https t co PhgdPGk7ey https t co nehSvY9qaI , SyedSaa1 , ,1502,Thimphu 
2020-03-31 09:42:43, BBS Radio In conversation with the Education Minister on E Learning https t co t84fRBzO8e , BBSBhutan , ,49325,Thimphu 
2020-03-31 09:04:01, EconomicTimes Take a break docs Please test some others as well , varun360 , ,20,Thimphu 
2020-03-31 08:40:16, ChhedupSangay Looks dried up already lol , yiwangpindarica , ,6944,Thimphu 
2020-03-31 08:39:36, In a state of panic and confusion We create in our own mind an awful situation In a state of unknown irrational thinking We create a dismay of reality without even blinking In a state of standing united and not feeling alone We create this diversion of to each their own , yiwangpindarica , ,6944,Thimphu 
2020-03-31 08:18:46, In these times of challenges and crisis build up your physical and mental strength with Yoga Prime Minister of India leads with a demonstration of Dhyana Yoga for health yoga for life IndiaFightsCorona xe2 x81 xa6 narendramodi xe2 x81 xa9 xe2 x81 xa6 MEAIndia xe2 x81 xa9 xe2 x81 xa6 https t co MEergftBwB , Indiainbhutan , IndiaFightsCorona ,8489,Thimphu 
2020-03-31 08:17:38, In these times of challenges and crisis build up your physical and mental strength with Yoga Prime Minister of India leads with a demonstration of Nadi Shodhan Pranayam Yoga for health yoga for life IndiaFightsCorona xe2 x81 xa6 narendramodi xe2 x81 xa9 xe2 x81 xa6 https t co opb0jAKBrW , Indiainbhutan , IndiaFightsCorona ,8489,Thimphu 
2020-03-31 08:16:25, In these times of challenges and crisis build up your physical and mental strength with Yoga Prime Minister of India leads with a demonstration of Setubandhasana Yoga for health yoga for life IndiaFightsCorona xe2 x81 xa6 narendramodi xe2 x81 xa9 xe2 x81 xa6 MEAIndia xe2 x81 xa9 https t co WQubNwJcTB , Indiainbhutan , IndiaFightsCorona ,8489,Thimphu 
2020-03-31 08:15:19, In these times of challenges and crisis build up your physical and mental strength with Yoga Prime Minister of India leads with a demonstration of Pawanmuktasana Yoga for health yoga for life IndiaFightsCorona xe2 x81 xa6 narendramodi xe2 x81 xa9 xe2 x81 xa6 MEAIndia xe2 x81 xa9 https t co O7LDOl4Wua , Indiainbhutan , IndiaFightsCorona ,8489,Thimphu 
2020-03-31 08:14:10, In these times of challenges and crisis build up your physical and mental strength with Yoga Prime Minister of India leads with a demonstration of Shalabhasana Yoga for health yoga for life IndiaFightsCorona xe2 x81 xa6 narendramodi xe2 x81 xa9 xe2 x81 xa6 MEAIndia xe2 x81 xa9 https t co YZ4cL9ezkW , Indiainbhutan , IndiaFightsCorona ,8489,Thimphu 
2020-03-31 08:12:57, In these times of challenges and crisis build up your physical and mental strength with Yoga Prime Minister of India leads with a demonstration of Bhujangasana Yoga for health yoga for life IndiaFightsCorona xe2 x81 xa6 narendramodi xe2 x81 xa9 xe2 x81 xa6 MEAIndia xe2 x81 xa9 https t co 3SMuW3jFJ6 , Indiainbhutan , IndiaFightsCorona ,8489,Thimphu 
2020-03-31 08:11:53, In these times of challenges and crisis build up your physical and mental strength with Yoga Prime Minister of India leads with a demonstration of Vakrasana Yoga for health yoga for life IndiaFightsCorona xe2 x81 xa6 narendramodi xe2 x81 xa9 xe2 x81 xa6 MEAIndia xe2 x81 xa9 https t co 2CkSbl3tct , Indiainbhutan , IndiaFightsCorona ,8489,Thimphu 
2020-03-31 07:58:17, mapmakerdavid Exactly The constant comparison to Star Wars is maddening They couldn xe2 x80 x99t be more different xf0 x9f x98 x80 , davidmhecht , ,434,Thimphu 
2020-03-31 07:43:34, EconomicTimes nsitharaman Take the money Why demonize him Let him come back , varun360 , ,20,Thimphu 
2020-03-31 07:01:13, A contained explosion of communication could be in store for y More for Sagittarius https t co FfKav1h4Nc , kintsho bht , ,27,Thimphu 
2020-03-31 07:01:06, Ample constructive energy is available to you now that asserti More for Taurus https t co EECfQYA8HL , cixx67 , ,1504,Thimphu 
