2020-03-19 18:00:22, The people of Bhutan are blessed with the news of the birth of the second Royal Child of Their Majesties the King and Queen on March 19 2020 We offer our humble wishes and prayers for His Royal Highness xe2 x80 x99 good health and long life pc Facebook royalfamily happiness https t co AmvSkU8i2g , MyBhutan , royalfamily happiness ,936,Thimphu 
2020-03-19 11:33:38, Important clues and data on what China got things right But it got one thing terribly wrong the lockdown was a bit late https t co ofMosKtDie , sandeeps13 , ,269,Thimphu 
2020-03-19 11:20:46, The nation has been blessed with the auspicious birth of second Royal Prince I join the nation in celebrating and expressing my heartfelt happiness and prayers for the wellbeing of Gyalsey Ngipa and Her Majesty the Gyaltsuen xf0 x9f x87 xa7 xf0 x9f x87 xb9 , FMBhutan , ,2451,Thimphu 
2020-03-19 11:14:42, Justice be prevailed Tihar gets ready to execute Nirbhaya case convicts https t co 2PwaUhfmAa via timesofindia , ChhedupSangay , ,966,Thimphu 
2020-03-19 11:13:23, KuenselOnline I salute to OCP we r one nation one people n one country we ll fight this through , TreksBhutan , ,0,Thimphu 
2020-03-19 11:04:06, Schools are not being deserted We are not on holidays Lets take this opportunity to email more and less of fb xf0 x9f xa4 x99 , BidhaChencho , ,32,Paro 
2020-03-19 10:51:19, So busy with COVID 19 that lately out of touch with twitter xe2 x98 xb9 xef xb8 x8f COVID19 windingworks , sonamtenzin244 , COVID19 windingworks ,540,Thimphu 
2020-03-19 10:48:43, Happiest Non COVID news Amongst the gloom there shines a silver lining So much of what we see in the world makes us feel powerless but the birth of our second royal baby makes us feel like we can create a better future through our collective action One nation one Love xf0 x9f x99 x8f xe2 x9d xa4 xf0 x9f x92 x95 https t co yh2jCXW8tZ , Yarphelki , ,196,Thimphu 
2020-03-19 09:54:06, The Auspicious birth of the Second Royal Child https t co aZihypyHpO https t co uMQvcIVxjx , tsheridorji , ,220,Thimphu 
2020-03-19 09:49:13, The RNR Family offers our heartiest Trashi Delek on the birth of the second Royal Child of Their Majesties The King and Queen a Prince on the 19th of March 2020 corresponding with the 25th day of the 1st month of the Male Iron Rat year in Lingkana Palace Thimphu https t co buKDxA8b5y , moafbhutan , RNR ,418,Thimphu 
2020-03-19 09:37:50, KuenselOnline Big congratulations to our royal family xf0 x9f x87 xa7 xf0 x9f x87 xb9 xe2 x9d xa4 , YBhutanese , ,149,Thimphu 
2020-03-19 09:31:01, Things do not always happen as we wish them to xf0 x9f x98 x91 , BidhaChencho , ,32,Paro 
2020-03-19 09:30:45, Ooh I can not wait to watch this film The Truth review xe2 x80 x93 mothers memory and an imperious Catherine Deneuve Drama films The Guardian https t co Pa6Egss53L , brooksound , ,45,Thimphu 
2020-03-19 09:28:13, Just overjoyed to hear the birth of our second prince on this auspicious day xf0 x9f x92 x90 xf0 x9f x99 x8f Congratulations your Majesties https t co iZKh2D1EOi , DziJ , ,1628,Thimphu 
2020-03-19 09:18:23, At a time when death disease and fear rules many minds the Royal Birth is a reminder of life hope and continuity It says loud and clear that Bhutan will continue our Kings will continue and our people will continue , TenzingLamsang , ,19076,Thimphu 
2020-03-19 09:18:20, The Land of Thunder Dragon Druk Yuel remains immensely blessed with the Wangchuck Dynasty lineage ever since Gongsa Jigme Namgyel xe2 x80 x99s era The five hereditary Kings thereafter at the helm of Bhutan successively xe2 x80 xa6 https t co xPvO5UreEV , ShaTashiDorji , ,996,WangduePhodrang 
2020-03-19 09:13:34, On page 100 of 380 of Sikkim by Andrew Duff https t co jtIckih02F , pratimaIceberg , ,143,WangduePhodrang 
2020-03-19 09:09:18, 2 2 And to think His Majesty The King just until a couple of days ago was touring all over our southern borders and the east helping reinforce our COVID 19 defences and giving crucial leadership heart and support to the government and the people on the field xf0 x9f x99 x8f xf0 x9f x87 xa7 xf0 x9f x87 xb9 , TenzingLamsang , ,19076,Thimphu 
2020-03-19 09:08:54, 1 2 I could not have asked for better news in such dark times In such uncertain times the birth of a second Royal Prince brings about a much required element of stability and reassurance to the nation and its people The Royal line of succession is now doubly assured , TenzingLamsang , ,19076,Thimphu 
2020-03-19 08:52:18, His Majesty has announced the birth of the Second Royal Child Wonderful news la xf0 x9f x99 x8f xf0 x9f x8f xbc xf0 x9f x92 x9b , namgayzam , ,21283,Thimphu 
2020-03-19 08:51:18, A second Royal Child is born to His Majesty The King and Her Majesty The Queen of Bhutan The Royal Child is a prince xf0 x9f x87 xa7 xf0 x9f x87 xb9 https t co 0sTn1bGpFr , TenzingLamsang , ,19076,Thimphu 
2020-03-19 07:02:44, Partnerships of all kinds are strengthened by a sense of excit More for Virgo https t co ytH6jMhay1 , czdorji , ,2236,Thimphu 
2020-03-19 07:01:16, Some strange communication could get things off to a rocky sta More for Sagittarius https t co FfKav1h4Nc , kintsho bht , ,27,Thimphu 
2020-03-19 07:01:08, Frayed nerves bring tension to your day but help can be found More for Taurus https t co EECfQYA8HL , cixx67 , ,1502,Thimphu 
2020-03-19 07:00:17, There s a wonderful vibe in your friendships today where you w More for Pisces https t co uojyhA9mo8 , LobzangYeshey1 , ,300,Thimphu 
2020-03-19 06:59:25, KuenselOnline I know God won t be unfair with us and our prayers xf0 x9f x98 xad , YBhutanese , ,149,Thimphu 
2020-03-19 06:55:36, KuenselOnline Wow he is bringing sth new in the society Great job xf0 x9f x91 x8d , YBhutanese , ,149,Thimphu 
2020-03-19 06:12:11, Invitation of Bids for Supply amp Installation of Sound System https t co VEKiTtTtJ3 , umsb123 , ,48,Thimphu 
2020-03-19 05:33:05, Tourism industry suffers loss of US 2 2mn due to COVID 19 https t co ra514Ai4kr https t co CPUCdjXcoO , business bhutan , ,9582,Thimphu 
2020-03-19 05:32:58, Social Distancing PMBhutan dwangmothimphu COVID19 coronavirus https t co fjsm0yeNvk , MoHBhutan , COVID19 coronavirus ,941,Thimphu 
2020-03-19 05:32:34, MadCity Ideas Whens the spring update gonna be released , uchiha soma , ,6,Thimphu 
2020-03-19 05:27:08, BNB xe2 x80 x99s profit plunges by 91 this year https t co BfmmiKD6PI https t co bZfZcVSPb7 , business bhutan , ,9582,Thimphu 
2020-03-19 05:24:14, Red crested pochard Netta rufina is a large diving duck The scientific name is derived from Greek Netta duck and Latin rufina golden red from rufus ruddy Paro Bhutan https t co OKwtDLgU9l , rwangchuk88 , ,43,Paro 
2020-03-19 05:23:09, Police investigates sexual assault of 24 year old woman https t co icwQUpEsY0 https t co pKvEK8NRiZ , business bhutan , ,9582,Thimphu 
2020-03-19 05:22:09, The Pressures of a Career in Research https t co h38mJ2VSgz , pnamgyel , ,594,Thimphu 
2020-03-19 05:17:39, Thromde asks houseowners to paint their rooftops https t co TNIBhWrRbC https t co enuW3kpw3S , business bhutan , ,9582,Thimphu 
2020-03-19 05:13:38, Bhutanese abroad coming home should consult the embassy concerned PM https t co GDUxB0IE1y https t co R85sSOwFNO , business bhutan , ,9582,Thimphu 
2020-03-19 05:12:48, Update The health ministry has opened a testing centre for COVID 19 in Mongar in picture This is the third testing centre The other two centres are in Phuentsholing hospital and Royal Centre for Disease Control in Thimphu https t co kAjCddtmaL , tshereepalden , ,205,Thimphu 
2020-03-19 05:01:32, CSI flagship program to create 2 000 jobs by 2023 https t co 4PHCloxDNM https t co ywAVmCBtAe , business bhutan , ,9582,Thimphu 
2020-03-19 05:00:27, Analysis of major markets for major RNR commodities from November 2019 February 2020 published online https t co xbpCBanp79 https t co rC2JSH4FDx , moafbhutan , ,418,Thimphu 
2020-03-19 04:33:19, We are in COVID 19 habitat virus or no virus Treat people the way you want to be treated Treat them the way if you had the virus COVID 19 transmission will be controlled and gratitude becomes your default setting an opening to human civilization rehabilitation coronavirus , sangpatamang , coronavirus ,75,Thimphu 
2020-03-19 04:25:40, UNESCO UN News Centre UNESCOstat UN GEMReport WHO Education2030UN GPforEducation UNICEFEducation UNICEF OECDEduSkills Starting yesterday Bhutan has shut down schools and universities nationwide , pradhan557 , ,251,Thimphu 
2020-03-19 04:09:01, jigmesopen I xe2 x80 x99ve been told something else by the students Their lecturers personally calling them and telling them to return to Bhutan , namgayzam , ,21283,Thimphu 
2020-03-19 04:07:45, Kangen Water at the Doorstep Call 17622732 for further information Thimphu Bhutan https t co WRN7vk7t5Q , MasterTshewang , ,154,Bhutan 
2020-03-19 04:04:34, AC Man Any AC Services Call 97517446814 Thimphu Bhutan https t co 1OQrJCCaly , MasterTshewang , ,154,Bhutan 
2020-03-19 03:50:21, MakoMellow If you can please make Luffy s straw hat I WILL Buy it if its under 100 robux , uchiha soma , ,6,Thimphu 
2020-03-19 03:49:06, To harness our collective power to do good during this time of unknowns benevity launched a 1 1 matching campaign up to 300 000 Together we can amplify our impact ForGoodnessSake https t co A8RbzaUtA9 , somdomusic , ForGoodnessSake ,24,Thimphu 
2020-03-19 03:40:23, SUPPLY OF FOREST PRODUCTS BY NRDCL https t co xZ9PkbgDmA , moafbhutan , ,418,Thimphu 
2020-03-19 03:30:40, How to identify fake news or announcements 3 Check the date A common fake news strategy is to repost old stories on social media or change the headline to conform to current events Always check the original date on the article https t co 0iqInm5vuh , BhutanMediaFdn , ,739,Thimphu 
2020-03-19 03:08:16, Hi la thebhutanese do you know where americans can get a health certificate to travel to countries like india and nepal Upon arrival they need a 7 day valid health certificate but mofa and moh both say they have no idea and will not issue such certificate Any idea , yiwangpindarica , ,6935,Thimphu 
2020-03-19 03:04:05, USEmbassyNepal health certificate upon arrival in Nepal for US foreign nationals is a must but where do we get the health certificate from Originating country Help SOS NepalPoliceHQ NepaliTimes PM Nepal kantipurdaily kathmandupost USAndIndia , yiwangpindarica , ,6935,Thimphu 
2020-03-19 03:00:34, xf0 x9d x97 x99 xf0 x9d x97 xae xf0 x9d x98 x80 xf0 x9d x98 x81 xf0 x9d x97 xb2 xf0 x9d x97 xbf xf0 x9d x97 xae xf0 x9d x97 xbb xf0 x9d x97 xb1 xf0 x9d x97 xaf xf0 x9d x97 xb2 xf0 x9d x98 x81 xf0 x9d x98 x81 xf0 x9d x97 xb2 xf0 x9d x97 xbf xf0 x9d x97 xa6 xf0 x9d x97 xae xf0 x9d x97 xba xf0 x9d x98 x80 xf0 x9d x98 x82 xf0 x9d x97 xbb xf0 x9d x97 xb4 xf0 x9d x97 xba xf0 x9d x97 xbc xf0 x9d x97 xaf xf0 x9d x97 xb6 xf0 x9d x97 xb9 xf0 x9d x97 xb2 xf0 x9d x97 xb6 xf0 x9d x98 x80 xf0 x9d x97 xb0 xf0 x9d x97 xbc xf0 x9d x97 xba xf0 x9d x97 xb6 xf0 x9d x97 xbb xf0 x9d x97 xb4 xf0 x9d x98 x86 xf0 x9d x97 xbc xf0 x9d x98 x82 xf0 x9d x97 xbf xf0 x9d x98 x84 xf0 x9d x97 xae xf0 x9d x98 x86 Available in TashiCell offices in Thimphu Find out more https t co f5Swsg8YXp TashiCell https t co grk3RoZJkX , TashiCell , TashiCell ,1659,Thimphu 
2020-03-19 02:31:08, Global situational update on COVID 19 as of 18 March 2020 from WHO For more information visit our link below https t co Vlyl5UTqRv For Global situation update xe2 x80 xa6 https t co qW4nvHhbKf , MoHBhutan , ,941,Thimphu 
2020-03-18 23:22:02, I know I ll never save you but I guess I don t mind if you re going down in flames I ll follow you there , Tobgay333 , ,34,Thimphu 
2020-03-18 18:55:29, Ladies and gentlemen I am not an economics major or a economist but the 20 dollar a barrel oil is upon us Unbelievable times , sandeeps13 , ,269,Thimphu 
2020-03-18 18:43:26, Spring https t co khKK0QSFHV , ddpema20 , ,1,Thimphu 
2020-03-18 18:20:33, Hello Sikkim Colleges Have you been telling Bhutanese students it xe2 x80 x99s mandatory to go back to Bhutan Even if they want to stay back and stay put because they are as scared as you , namgayzam , Sikkim Bhutan ,21283,Thimphu 
2020-03-18 18:07:56, This too shall pass , tandidorji , ,2024,Thimphu 
2020-03-18 18:05:46, samitbasu SimonSchusterIN Can xe2 x80 x99t wait I want a signed copy please , namgayzam , ,21283,Thimphu 
2020-03-18 15:34:26, Want to try and do something to help the country with re COVID xe3 x83 xbc19 but not sure how to Join this citizen xe2 x80 x99s initiative Sign up here https t co 6Cytx4Habe https t co UsQDFrR4cs , namgayzam , COVID 19 ,21283,Thimphu 
2020-03-18 15:29:57, ChhedupSangay Are our borders in jaigoan and flights from or to kolkata closed , yiwangpindarica , ,6935,Thimphu 
2020-03-18 15:15:10, Thread xf0 x9f x91 x87 https t co P8MqHfzMvu , zhonba , ,1637,Thimphu 
2020-03-18 14:43:06, This baby race xf0 x9f x98 xad https t co t96tycKOKs , zhonba , ,1637,Thimphu 
2020-03-18 14:18:12, Amazing https t co tp5JPZheas , zhonba , ,1637,Thimphu 
2020-03-18 14:01:49, Diplo is such a useful person https t co Ae7m3WiLW9 , Xiao920 , ,80,Thimphu 
2020-03-18 13:29:53, Sangaywk PMBhutan DechenwangmoM FMBhutan Hahaha Our Bhutanese don xe2 x80 x99t get scared of the afterlife as much anymore xf0 x9f x98 x9e , namgayzam , ,21283,Thimphu 
2020-03-18 12:50:00, Bhutan should do the same We have the carrot let xe2 x80 x99s have the stick PMBhutan DechenwangmoM FMBhutan xf0 x9f x99 x8f xf0 x9f x8f xbc https t co SI4QJoVt2Q , namgayzam , ,21283,Thimphu 
2020-03-18 12:01:24, The fur used in the mink lashes like the ones Sephora sells was stolen from an animal who didn t want to die Take action now https t co LaJ3XGBmJi via PETA , ImihcWangmo , ,313,Thimphu 
2020-03-18 11:14:13, Executive Order https t co 3zMHXHN26D https t co LHKs1Sdsf9 , umsb123 , ,48,Thimphu 
2020-03-18 10:54:54, PhuBaa thebhutanese Visit Drukair about scheduled flights la , GaleyPema , ,15,Thimphu 
2020-03-18 10:04:17, My very own challenge edgartoiletpaperchallenge Try it hehe perfect pass time toiletpaperchallenge bhutan football sportswithpindarica https t co 7JU2ao77tV , yiwangpindarica , edgartoiletpaperchallenge toiletpaperchallenge bhutan football sportswithpindarica ,6935,Thimphu 
2020-03-18 09:17:50, Experiencing heat at Laring Sarpang https t co 9mmdxVB1TR AllaboutBhutan Laring tourism Sarpang traveltips lifestyle worldtourplan visitbhutan happinessisaplace https t co i5NeCpsH7X , worldtourplan09 , AllaboutBhutan Laring tourism Sarpang traveltips lifestyle worldtourplan visitbhutan happinessisaplace ,198,Thimphu 
2020-03-18 08:47:05, Fake News Alert This particular image is being circulated all over social media handles Informing the public that this is a fake news Further Bhutan does not have any confirmed cases as of now https t co jNa6kMQdDR , MoHBhutan , ,941,Thimphu 
2020-03-18 08:12:22, Update We would like to reiterate that the restriction imposed on incoming tourists will be sustained until further notice https t co MmpB1AF8nB , tourismbhutan , ,10866,Thimphu 
2020-03-18 07:44:10, Service providers need to now take advantage of the pandemic to improve efficiency and speed Transactions and applications and forms need to go to the web , sandeeps13 , ,269,Thimphu 
2020-03-18 07:34:27, The RNR Newsletter 1 15 March Vol VIII Issue no I covers the story of the Largest youth led commercial organic farm in Trashigang established LUCs Thangbrang Silambi begins Shiitake Farming and Gardeners complete Basic Floriculture training https t co 4Ffm2Vejw1 https t co IuUsM37Uck , moafbhutan , ,418,Thimphu 
2020-03-18 07:28:49, An orchid species new worldwide is discovered from Trongsa by a team from Range Office Trongsa and Bumthang Forest Division The new specie is named as Bulbophyllum trongsaense which is derived from the place of its origin https t co pmALYQYZJ2 https t co ib898P7oVl , moafbhutan , ,418,Thimphu 
2020-03-18 07:04:03, Happening right now A webinar with who on clinical management on ICU care PMBhutan dwangmothimphu COVID19 coronavirus https t co TSpaXobcnq , MoHBhutan , COVID19 coronavirus ,941,Thimphu 
2020-03-18 07:02:43, Diving deep into creative production or preparation seems unav More for Virgo https t co ytH6jMhay1 , czdorji , ,2236,Thimphu 
2020-03-18 07:01:15, You re on top of your game now ready to make things happen in More for Sagittarius https t co FfKav1h4Nc , kintsho bht , ,27,Thimphu 
2020-03-18 07:01:08, A kind of fervor shows up as the Moon in driven Capricorn meet More for Taurus https t co EECfQYA8HL , cixx67 , ,1502,Thimphu 
2020-03-18 07:00:17, Group dynamics teamwork and friendships are underlined today More for Pisces https t co uojyhA9mo8 , LobzangYeshey1 , ,300,Thimphu 
2020-03-18 06:37:01, That applause in between the music makes me tear xf0 x9f x98 xad https t co wgAhexGm0p , zhonba , ,1637,Thimphu 
2020-03-18 06:30:57, jackpot15 drukanddrukpa Kienchuks Such a cute conversation xf0 x9f x98 x86 , zzezenn , ,1799,Thimphu 
2020-03-18 06:28:05, I would like request my Bhutanese friends not to travel out of country at the moment It is matter of life and death because of Coronavirus out break If you are returning back to our country please love yourself to declare your travel history to health officials at entry point , discoverybhutan , ,824,Thimphu 
2020-03-18 06:22:30, I don xe2 x80 x99t where the backlash is coming from but the concept of herd immunity floated by UK is a legitimate idea Based on science Because that xe2 x80 x99s one way of mitigation , sandeeps13 , ,269,Thimphu 
2020-03-18 06:01:09, Noice https t co feBK6JuSnp , zhonba , ,1637,Thimphu 
2020-03-18 04:58:22, GCustom Oh okay , uchiha soma , ,6,Thimphu 
2020-03-18 04:21:39, Skills in the time of corona by my portuguese professional footballer friend edgarmarcelino toiletpaperchallenge Retweet with a video of your own for this challenge Lets go Football Tweet football skills PuneFCFans lisbon footballer edgartoiletpaperchallenge https t co RXHuRSb8Au , yiwangpindarica , corona edgarmarcelino toiletpaperchallenge football skills lisbon footballer edgartoiletpaperchallenge ,6935,Thimphu 
2020-03-18 04:16:31, I am being left behind , sandeeps13 , ,269,Thimphu 
2020-03-18 04:05:24, Even though schools and educational institutes are being closed offices restaurants bars and clubs are still open Am i right , yiwangpindarica , ,6935,Thimphu 
2020-03-18 04:03:05, AbbyWambach I would certainly think its okay so run outside especially since everyone is indoors and make sure u dont stop to talk if you meet another runner be safe abby , yiwangpindarica , ,6935,Thimphu 
2020-03-18 04:01:42, Yikes so close thebhutanese https t co kkGKt4sUkM , yiwangpindarica , ,6935,Thimphu 
2020-03-18 03:53:38, ChhedupSangay Besides schools closed i don t think any measures r inplace for SocialDistancing , yiwangpindarica , SocialDistancing ,6935,Thimphu 
2020-03-18 03:28:28, Clarification on quarantine period PMBhutan dwangmothimphu COVID19 coronavirus https t co QkDsWQfc9P , MoHBhutan , COVID19 coronavirus ,941,Thimphu 
2020-03-18 03:25:45, Confused at the Airport Then here xe2 x80 x99s a flow chart for easy understanding coronavirus PMBhutan Sowai Lyonpo dwangmothimphu https t co GWF1BKCvtM , MoHBhutan , coronavirus ,941,Thimphu 
2020-03-18 03:22:09, How to identify fake news 2 Are there supporting sources If the story appears to be particularly provocative or worrying check mainstream news sources to see if they have reported it too If it is not available on any credible source of information then it may be false https t co DHRIHlKdJp , BhutanMediaFdn , ,739,Thimphu 
2020-03-18 03:10:02, Check out our recent websites developed by teamabit Get an awesome website for your business today https t co mWMiQ4Bm73 abitpvtltd websitedesign ABIT Private Limited https t co JkWhwVFQqW , bharatbugss , teamabit abitpvtltd websitedesign ,63,Thimphu 
2020-03-18 02:46:39, AchuKhegpa Oh It s not happening closed door Open to public , ChhedupSangay , ,966,Thimphu 
2020-03-18 02:29:00, Kenchoo7 Seems like everyone of us are suffering from nomophobia lol , zhonba , ,1637,Thimphu 
2020-03-18 02:18:54, Global situational update on COVID 19 as of 17 March 2020 from WHO For more information visit our link below https t co Vlyl5UTqRv For Global situation update xe2 x80 xa6 https t co CG44BTbmIW , MoHBhutan , ,941,Thimphu 
2020-03-18 01:49:29, COVID 19 Quarantine Day 2 Body Temperature Recorded at 37 Degree Celsius Good Day Folks Stay Safe Wash Hands Often amp Avoid Crowd Paro Bhutan https t co uSbzMPjAH7 , bhutan majestic , COVID ,1127,Thimphu 
2020-03-18 01:46:29, covid 19 Quarantine Day 1 Dinner Fried Noodles Rice Chilly with Cheese amp Beef Gravy I m also handed over with washing powder to do laundry and sanitizer to stay clean Paro Bhutan https t co YDkBw9qmco , bhutan majestic , covid ,1127,Thimphu 
2020-03-18 00:58:18, I knew this would happen Billion dollar law suit file against China for nCOVID19 pandemic https t co NPwCSqtMuI Topic via my twitter name https t co fbKM7H3Mv9 , ChhedupSangay , Topic ,966,Thimphu 
2020-03-17 19:05:37, Transport CBR Thank you TC , Acho Nola , ,7,Thimphu 
2020-03-17 18:41:24, Much awaited decision and news xf0 x9f xa4 xa8 https t co HDRcWHheyh , DeependraKoira5 , ,9,Thimphu 
2020-03-17 17:12:10, 2 2 So our authorities should prepare for any eventuality We should not panic yet as the virus has officially not been detected in Jaigaon or areas close to it but it is time to hasten relocation of Bhutanese from Jaigaon to Bhutan and enhance the measures at the entry gates , TenzingLamsang , ,19076,Thimphu 
2020-03-17 17:11:36, 1 2 With the first case of COVID 19 reported in Kolkata West Bengal we have to now be more on guard along the border regions The bulk of our commerce and human movement is either with this Indian state or through it Anything impacting West Bengal will eventually impact us , TenzingLamsang , ,19076,Thimphu 
2020-03-17 17:00:32, It is Winter in Bhutan This is a beautiful season to visit Season Bhutan MyBhutan https t co Dw9S5bCiXp , MyBhutan , Bhutan Season Bhutan MyBhutan ,936,Thimphu 
2020-03-17 16:44:55, Taking a break from all the announcement and notifications we take a moment to thank all those who have come forward and made generous contribution in fighting COVID19 We are overwhelmed by such compassionate xe2 x80 xa6 https t co dU51IKWxAa , MoHBhutan , COVID19 ,941,Thimphu 
2020-03-17 16:17:16, Do you ever get that feeling when you xe2 x80 x99re sitting in your room alone your thoughts wander you xe2 x80 x99re not crying you just feel sad and empty replaying moments from your life and wondering where did it all go wrong , ses sonam , ,39,Thimphu 
2020-03-17 16:00:44, The economy of the future will grow on trees https t co e4jPXSkpgG , pnamgyel , ,594,Thimphu 
2020-03-17 15:52:04, Excellent decision Despite having only 1 confirmed case till date American tourist we continue making sound health decisions The government amp particularly Health Ministry has left no stone unturned to contain COVID xe3 x83 xbc19 Feel incredibly lucky to be a Bhutanese xf0 x9f x99 x8f xf0 x9f x8f xbc https t co OMiYaF6MPt , namgayzam , COVID 19 ,21283,Thimphu 
2020-03-17 15:39:11, Kenchoo7 Probably nomophobia symptoms , zhonba , ,1637,Thimphu 
2020-03-17 15:36:36, All schools and educational institutes in the country will remain closed from tomorrow until further directives from the govt https t co edAAZailTZ , BBSBhutan , ,48801,Thimphu 
2020-03-17 15:34:37, Wise decision by the government to close all schools and educational institutions until further notice given the growing global severity of COVID 19 and many Bhutanese coming back from COVID 19 afflicted countries xf0 x9f x91 x8f , TenzingLamsang , ,19076,Thimphu 
2020-03-17 15:26:52, My mobile network provider while I am on Social Distancing wants me to have more of Social Interactions on Internet xf0 x9f x98 x98 https t co UJ8mUZuN9m , zhonba , ,1637,Thimphu 
2020-03-17 15:24:12, dailydunkfr All time 1 Stockton 2 Carter 3 Bird 4 Duncan 5 Shaq , Kradoukiel , ,122,Thimphu 
2020-03-17 15:16:25, Repost PMBhutan get repost xe3 x83 xbb xe3 x83 xbb xe3 x83 xbb Update All schools and educational institutes across the country will remain closed starting tomorrow March 18 until further order from the government As we monitor the xe2 x80 xa6 https t co g7JQf8HvoS , MoHBhutan , Repost ,941,Thimphu 
2020-03-17 15:14:43, The closure of all schools and educational institutes in Bhutan will continue until further notice from the government Prime Minister s Office , BhutanMediaFdn , ,739,Thimphu 
2020-03-17 15:09:43, School will not start until further notice https t co XPN25Dxubp , yiwangpindarica , ,6935,Thimphu 
2020-03-17 14:38:06, that chilip Good to know I was Pandora in the 4th grade and had a box , namgayzam , ,21283,Thimphu 
2020-03-17 14:36:33, Information for all travellers entering Bhutan PMBhutan dwangmothimphu COVID19 coronavirus https t co d4cqp7brRC , MoHBhutan , COVID19 coronavirus ,941,Thimphu 
2020-03-17 14:31:43, that chilip Oh The perpetrators deserve time behind bars , namgayzam , ,21283,Thimphu 
2020-03-17 13:56:55, Please email me at omexcursion2020 gmail com what s app me at 97517864450 https t co qlA6XycTfR , samten84 , ,69,Thimphu 
